"num_of_columns","columns","wlp"
"15","1 2 4 8 16 31 7 11 21 25 13 14 17 18 5","0 0 13 50 97 149 202 197 154 106 41 8 5 1 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 23 9 6","0 0 13 50 101 141 194 221 154 82 49 16 1 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 26 3 17 18","0 0 13 51 96 144 207 207 144 96 51 13 0 0 1"
"15","1 2 4 8 16 31 7 11 21 25 13 14 17 20 6","0 0 13 51 96 144 207 207 144 96 51 13 0 0 1"
"15","1 2 4 8 16 31 7 11 21 25 13 14 17 3 5","0 0 13 51 97 144 202 207 154 96 41 13 5 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 14 17 20 9","0 0 13 51 97 144 202 207 154 96 41 13 5 0 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 27 7 14","0 0 14 45 102 160 180 195 180 96 30 15 6 0 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 10 29 7","0 0 14 46 100 157 188 197 168 98 38 12 4 1 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 10 12 7","0 0 14 47 100 152 188 207 168 88 38 17 4 0 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 23 9 7","0 0 14 47 100 152 188 207 168 88 38 17 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 18 6 9","0 0 14 47 100 152 188 207 168 88 38 17 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 18 20 3","0 0 14 48 98 149 196 209 156 90 46 14 2 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 17 6 9","0 0 14 48 98 149 196 209 156 90 46 14 2 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 17 6 20","0 0 14 48 98 149 196 209 156 90 46 14 2 1 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 10 12 6","0 0 14 49 98 144 196 219 156 80 46 19 2 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 20 3 6","0 0 14 49 98 144 196 219 156 80 46 19 2 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 14 17 5 6","0 0 14 50 92 149 212 197 144 106 46 8 4 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 26 3 17 5","0 0 14 51 92 144 212 207 144 96 46 13 4 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 14 17 5 9","0 0 14 51 92 144 212 207 144 96 46 13 4 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 14 17 20 5","0 0 14 51 92 144 212 207 144 96 46 13 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 26 3 6 10","0 0 14 53 94 136 204 219 156 88 38 15 6 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 14 3 5 9","0 0 14 53 94 136 204 219 156 88 38 15 6 0 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 10 29 17","0 0 15 44 97 165 190 185 170 106 35 10 5 1 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 10 12 18","0 0 15 45 96 160 195 195 160 96 45 15 0 0 1"
"15","1 2 4 8 16 15 19 21 25 30 3 5 10 7 26","0 0 15 45 96 160 195 195 160 96 45 15 0 0 1"
"15","1 2 4 8 16 15 19 21 25 30 3 5 10 12 17","0 0 15 45 96 160 195 195 160 96 45 15 0 0 1"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 12 18","0 0 15 45 96 160 195 195 160 96 45 15 0 0 1"
"15","1 2 4 8 16 31 7 11 21 25 3 17 23 27 30","0 0 15 45 96 160 195 195 160 96 45 15 0 0 1"
"15","1 2 4 8 16 15 19 21 25 3 29 5 27 7 18","0 0 15 45 97 160 190 195 170 96 35 15 5 0 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 10 7 11","0 0 15 45 97 160 190 195 170 96 35 15 5 0 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 27 7 17","0 0 15 46 95 157 198 197 158 98 43 12 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 18 6 10","0 0 15 46 95 157 198 197 158 98 43 12 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 12 10","0 0 15 46 95 157 198 197 158 98 43 12 3 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 17 5 18","0 0 15 46 95 157 198 197 158 98 43 12 3 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 17 6 18","0 0 15 46 95 157 198 197 158 98 43 12 3 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 18 5 20","0 0 15 46 95 157 198 197 158 98 43 12 3 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 18 20 24","0 0 15 46 95 157 198 197 158 98 43 12 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 18 6 3","0 0 15 47 95 152 198 207 158 88 43 17 3 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 18 6 5","0 0 15 47 95 152 198 207 158 88 43 17 3 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 20 3 10","0 0 15 47 95 152 198 207 158 88 43 17 3 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 12 5","0 0 15 47 95 152 198 207 158 88 43 17 3 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 17 6 5","0 0 15 47 95 152 198 207 158 88 43 17 3 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 18 20 5","0 0 15 48 93 149 206 209 146 90 51 14 1 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 18 6 10","0 0 15 48 93 149 206 209 146 90 51 14 1 1 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 23 6 7","0 0 15 50 95 141 198 221 158 82 43 16 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 3 6 9","0 0 15 50 95 141 198 221 158 82 43 16 3 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 14 3 5 6","0 0 15 52 89 141 214 209 146 98 43 10 5 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 14 5 6 9","0 0 15 52 89 141 214 209 146 98 43 10 5 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 26 3 6 5","0 0 15 53 88 136 219 219 136 88 53 15 0 0 1"
"15","1 2 4 8 16 31 7 11 21 25 13 14 5 9 15","0 0 15 53 88 136 219 219 136 88 53 15 0 0 1"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 15 9","0 0 16 44 92 165 200 185 160 106 40 10 4 1 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 12 18 7","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 27 6 17","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 27 7 6","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 10 7 17","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 23 10 15","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 23 10 20","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 12 15","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 15 5","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 15 10","0 0 16 45 92 160 200 195 160 96 40 15 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 18 3 5","0 0 16 46 90 157 208 197 148 98 48 12 2 1 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 5 10","0 0 16 46 90 157 208 197 148 98 48 12 2 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 18 5 6","0 0 16 46 90 157 208 197 148 98 48 12 2 1 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 10 12 6","0 0 16 47 90 152 208 207 148 88 48 17 2 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 18 5 10","0 0 16 47 90 152 208 207 148 88 48 17 2 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 20 3 5","0 0 16 47 90 152 208 207 148 88 48 17 2 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 18 20 6","0 0 16 47 90 152 208 207 148 88 48 17 2 0 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 23 7 17","0 0 16 47 94 152 192 207 172 88 32 17 6 0 0"
"15","1 2 4 8 16 31 7 11 13 14 17 18 5 12 6","0 0 16 47 94 152 192 207 172 88 32 17 6 0 0"
"15","1 2 4 8 16 31 7 11 13 14 17 18 5 9 6","0 0 16 48 92 149 200 209 160 90 40 14 4 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 3 6 10","0 0 16 48 92 149 200 209 160 90 40 14 4 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 5 9 6","0 0 16 48 92 149 200 209 160 90 40 14 4 1 0"
"15","1 2 4 8 16 31 7 11 21 25 3 17 23 27 19","0 0 16 49 88 144 216 219 136 80 56 19 0 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 20 10 15","0 0 16 49 92 144 200 219 160 80 40 19 4 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 3 5 9 12","0 0 16 49 92 144 200 219 160 80 40 19 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 26 3 5 10","0 0 16 53 84 136 224 219 136 88 48 15 4 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 14 5 9 12","0 0 16 53 84 136 224 219 136 88 48 15 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 3 6 9 12","0 0 16 57 96 120 192 243 160 72 48 19 0 0 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 10 12 17","0 0 17 44 87 165 210 185 150 106 45 10 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 3 18 20 10 15","0 0 17 44 87 165 210 185 150 106 45 10 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 3 18 20 10 5","0 0 17 45 87 160 210 195 150 96 45 15 3 0 0"
"15","1 2 4 8 16 31 7 11 21 13 3 18 20 10 6","0 0 17 45 87 160 210 195 150 96 45 15 3 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 24 9 10","0 0 17 45 87 160 210 195 150 96 45 15 3 0 0"
"15","1 2 4 8 16 31 7 11 21 25 13 5 6 18 20","0 0 17 46 85 157 218 197 138 98 53 12 1 1 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 6 18 7","0 0 17 46 89 157 202 197 162 98 37 12 5 1 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 6 17 7","0 0 17 46 89 157 202 197 162 98 37 12 5 1 0"
"15","1 2 4 8 16 31 7 11 13 14 17 18 5 9 3","0 0 17 46 89 157 202 197 162 98 37 12 5 1 0"
"15","1 2 4 8 16 31 7 11 13 14 17 18 5 9 12","0 0 17 46 89 157 202 197 162 98 37 12 5 1 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 9 15 10","0 0 17 46 89 157 202 197 162 98 37 12 5 1 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 6 7 22","0 0 17 47 88 152 207 207 152 88 47 17 0 0 1"
"15","1 2 4 8 16 31 7 11 13 14 17 18 5 6 15","0 0 17 47 88 152 207 207 152 88 47 17 0 0 1"
"15","1 2 4 8 16 31 7 11 21 13 17 3 23 5 20","0 0 17 47 88 152 207 207 152 88 47 17 0 0 1"
"15","1 2 4 8 16 31 7 11 13 14 17 18 5 12 3","0 0 17 47 89 152 202 207 162 88 37 17 5 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 23 6 5","0 0 17 47 89 152 202 207 162 88 37 17 5 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 3 5 10","0 0 17 48 87 149 210 209 150 90 45 14 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 3 6 5","0 0 17 48 87 149 210 209 150 90 45 14 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 17 20 10 5","0 0 17 48 87 149 210 209 150 90 45 14 3 1 0"
"15","1 2 4 8 16 31 7 11 21 25 13 5 6 9 12","0 0 17 48 87 149 210 209 150 90 45 14 3 1 0"
"15","1 2 4 8 16 15 19 21 25 3 5 10 12 17 6","0 0 18 45 82 160 220 195 140 96 50 15 2 0 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 12 18 17","0 0 18 45 82 160 220 195 140 96 50 15 2 0 0"
"15","1 2 4 8 16 15 19 21 25 3 29 5 7 17 18","0 0 18 46 84 157 212 197 152 98 42 12 4 1 0"
"15","1 2 4 8 16 31 7 11 13 14 17 18 5 3 15","0 0 18 46 84 157 212 197 152 98 42 12 4 1 0"
"15","1 2 4 8 16 31 7 11 21 13 3 18 20 5 6","0 0 18 46 84 157 212 197 152 98 42 12 4 1 0"
"15","1 2 4 8 16 15 19 21 25 30 3 5 7 22 17","0 0 18 47 84 152 212 207 152 88 42 17 4 0 0"
"15","1 2 4 8 16 31 7 11 13 14 17 18 5 6 3","0 0 18 47 84 152 212 207 152 88 42 17 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 17 3 10 15 5","0 0 18 47 84 152 212 207 152 88 42 17 4 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 3 6 9 5","0 0 18 53 90 136 196 219 164 88 42 15 2 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 3 6 10 15","0 0 18 53 90 136 196 219 164 88 42 15 2 0 0"
"15","1 2 4 8 16 31 7 11 13 18 20 3 5 15 6","0 0 19 46 79 157 222 197 142 98 47 12 3 1 0"
"15","1 2 4 8 16 31 7 11 21 13 17 20 10 15 5","0 0 19 46 79 157 222 197 142 98 47 12 3 1 0"
"15","1 2 4 8 16 31 7 11 13 14 17 18 12 3 15","0 0 19 48 81 149 214 209 154 90 39 14 5 1 0"
"15","1 2 4 8 16 31 7 11 21 13 3 18 10 15 5","0 0 19 48 81 149 214 209 154 90 39 14 5 1 0"
"15","1 2 4 8 16 15 19 21 25 3 5 10 12 6 9","0 0 19 49 80 144 219 219 144 80 49 19 0 0 1"
"15","1 2 4 8 16 15 19 21 25 30 3 18 7 22 17","0 0 19 49 80 144 219 219 144 80 49 19 0 0 1"
"15","1 2 4 8 16 31 7 11 21 13 14 17 5 10 15","0 0 19 50 79 141 222 221 142 82 47 16 3 1 0"
"15","1 2 4 8 16 15 19 21 25 3 5 23 7 17 6","0 0 19 51 87 144 198 207 166 96 39 13 3 0 0"
"15","1 2 4 8 16 15 19 21 25 3 5 23 7 17 22","0 0 19 51 87 144 198 207 166 96 39 13 3 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 3 6 10 5","0 0 19 52 85 141 206 209 154 98 47 10 1 1 0"
"15","1 2 4 8 16 31 7 11 21 13 14 26 5 10 15","0 0 19 57 72 120 243 243 120 72 57 19 0 0 1"
"15","1 2 4 8 16 7 11 19 5 24 9 20 3 12 17","0 0 20 45 72 160 240 195 120 96 60 15 0 0 0"
"15","1 2 4 8 16 15 19 21 9 23 3 6 20 17 7","0 0 20 50 82 149 208 197 156 106 44 8 2 1 0"
"15","1 2 4 8 16 31 7 11 13 14 17 3 5 10 15","0 0 20 51 82 144 208 207 156 96 44 13 2 0 0"
"15","1 2 4 8 16 31 7 11 21 13 14 3 5 10 15","0 0 20 53 80 136 216 219 144 88 52 15 0 0 0"
"15","1 2 4 8 16 31 7 11 13 14 3 5 10 12 6","0 0 22 61 94 136 188 203 156 88 46 23 6 0 0"
"15","1 2 4 8 16 31 7 11 13 14 3 5 9 6 15","0 0 23 60 89 141 198 193 146 98 51 18 5 1 0"
"15","1 2 4 8 16 31 7 11 13 14 3 5 10 12 15","0 0 23 61 88 136 203 203 136 88 61 23 0 0 1"
"15","1 2 4 8 16 7 11 13 14 3 5 9 15 6 10","0 0 28 77 112 168 232 203 112 56 28 7 0 0 0"
"15","1 2 3 4 5 6 7 8 9 10 11 12 13 14 15","0 0 35 105 168 280 435 435 280 168 105 35 0 0 1"
